tracepoint,event_type,event_id,core_ts_us,ipc_worker_ts_us,ipc_latency_us,params
(internal BlockChecked),block_validated,0f9188f13cb7b2c71f2a335e3a4fc328bf5beb436012afca590b1a11466e2206,237072272531,160691977020,-76380295511,"{""type"":""block_validated"",""hash"":""0f9188f13cb7b2c71f2a335e3a4fc328bf5beb436012afca590b1a11466e2206"",""height"":-1,""tx_count"":1,""received_us"":237072272531,""validated_us"":237072272531,""accepted"":true}"
utxocache:add,utxocache_add,0fe8834d16b27a0e717a9214013f11a7b3d3b310be7ffc79d9e68f2f5ab02f4d:0,237073234739,160692916557,-76380318182,"{""type"":""utxocache_add"",""txid"":""0fe8834d16b27a0e717a9214013f11a7b3d3b310be7ffc79d9e68f2f5ab02f4d"",""vout"":0,""height"":1,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073234739}"
utxocache:add,utxocache_add,0fe8834d16b27a0e717a9214013f11a7b3d3b310be7ffc79d9e68f2f5ab02f4d:0,237073234893,160692916662,-76380318231,"{""type"":""utxocache_add"",""txid"":""0fe8834d16b27a0e717a9214013f11a7b3d3b310be7ffc79d9e68f2f5ab02f4d"",""vout"":0,""height"":1,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073234893}"
validation:block_connected,block_connected,4c24e2e74f1a2aa955cfde07d4edaec1bfab2637e637a0156c9deab0384c3b3a,237073235295,160692917094,-76380318201,"{""type"":""block_connected"",""hash"":""4c24e2e74f1a2aa955cfde07d4edaec1bfab2637e637a0156c9deab0384c3b3a"",""height"":1,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":406000,""timestamp_us"":237073235295}"
(internal BlockChecked),block_validated,4c24e2e74f1a2aa955cfde07d4edaec1bfab2637e637a0156c9deab0384c3b3a,237073235299,160692917139,-76380318160,"{""type"":""block_validated"",""hash"":""4c24e2e74f1a2aa955cfde07d4edaec1bfab2637e637a0156c9deab0384c3b3a"",""height"":-1,""tx_count"":1,""received_us"":237073235299,""validated_us"":237073235299,""accepted"":true}"
utxocache:add,utxocache_add,ee51ec1131053d114172eebe4c49e70eac2de8c6d78bbabef7df6539ac891257:0,237073235754,160692917669,-76380318085,"{""type"":""utxocache_add"",""txid"":""ee51ec1131053d114172eebe4c49e70eac2de8c6d78bbabef7df6539ac891257"",""vout"":0,""height"":2,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073235754}"
utxocache:add,utxocache_add,ee51ec1131053d114172eebe4c49e70eac2de8c6d78bbabef7df6539ac891257:0,237073235969,160692917703,-76380318266,"{""type"":""utxocache_add"",""txid"":""ee51ec1131053d114172eebe4c49e70eac2de8c6d78bbabef7df6539ac891257"",""vout"":0,""height"":2,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073235969}"
validation:block_connected,block_connected,0ed5c18a4db2842411db6cd00c412dddf4fc8224a5f2c4fe7e1aa034caadfc4b,237073236112,160692917797,-76380318315,"{""type"":""block_connected"",""hash"":""0ed5c18a4db2842411db6cd00c412dddf4fc8224a5f2c4fe7e1aa034caadfc4b"",""height"":2,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":151667,""timestamp_us"":237073236112}"
(internal BlockChecked),block_validated,0ed5c18a4db2842411db6cd00c412dddf4fc8224a5f2c4fe7e1aa034caadfc4b,237073236114,160692917831,-76380318283,"{""type"":""block_validated"",""hash"":""0ed5c18a4db2842411db6cd00c412dddf4fc8224a5f2c4fe7e1aa034caadfc4b"",""height"":-1,""tx_count"":1,""received_us"":237073236114,""validated_us"":237073236114,""accepted"":true}"
utxocache:add,utxocache_add,cdc15087eb6a1a4e0c31374c98bd9e761c639a0aef86274980ffed7d32a9cd0b:0,237073236236,160692917918,-76380318318,"{""type"":""utxocache_add"",""txid"":""cdc15087eb6a1a4e0c31374c98bd9e761c639a0aef86274980ffed7d32a9cd0b"",""vout"":0,""height"":3,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073236236}"
utxocache:add,utxocache_add,cdc15087eb6a1a4e0c31374c98bd9e761c639a0aef86274980ffed7d32a9cd0b:0,237073236308,160692918000,-76380318308,"{""type"":""utxocache_add"",""txid"":""cdc15087eb6a1a4e0c31374c98bd9e761c639a0aef86274980ffed7d32a9cd0b"",""vout"":0,""height"":3,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073236308}"
validation:block_connected,block_connected,1c6d8702897b6a7b839c7c22a3655cd33c35aafffb8b75240c4e6d61afca6933,237073236355,160692918054,-76380318301,"{""type"":""block_connected"",""hash"":""1c6d8702897b6a7b839c7c22a3655cd33c35aafffb8b75240c4e6d61afca6933"",""height"":3,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":48417,""timestamp_us"":237073236355}"
(internal BlockChecked),block_validated,1c6d8702897b6a7b839c7c22a3655cd33c35aafffb8b75240c4e6d61afca6933,237073236358,160692918071,-76380318287,"{""type"":""block_validated"",""hash"":""1c6d8702897b6a7b839c7c22a3655cd33c35aafffb8b75240c4e6d61afca6933"",""height"":-1,""tx_count"":1,""received_us"":237073236358,""validated_us"":237073236358,""accepted"":true}"
utxocache:add,utxocache_add,72d2bfae76892bbcc520a767d9feb90f98b26ef33f860d4cc3d71963ae3b34a5:0,237073236424,160692918102,-76380318322,"{""type"":""utxocache_add"",""txid"":""72d2bfae76892bbcc520a767d9feb90f98b26ef33f860d4cc3d71963ae3b34a5"",""vout"":0,""height"":4,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073236424}"
utxocache:add,utxocache_add,72d2bfae76892bbcc520a767d9feb90f98b26ef33f860d4cc3d71963ae3b34a5:0,237073236642,160692918313,-76380318329,"{""type"":""utxocache_add"",""txid"":""72d2bfae76892bbcc520a767d9feb90f98b26ef33f860d4cc3d71963ae3b34a5"",""vout"":0,""height"":4,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073236642}"
validation:block_connected,block_connected,01c1563d9ca01741163010fceb3128815fed351e543240ffc5d68fd1e4b6f905,237073236686,160692918377,-76380318309,"{""type"":""block_connected"",""hash"":""01c1563d9ca01741163010fceb3128815fed351e543240ffc5d68fd1e4b6f905"",""height"":4,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":45917,""timestamp_us"":237073236686}"
(internal BlockChecked),block_validated,01c1563d9ca01741163010fceb3128815fed351e543240ffc5d68fd1e4b6f905,237073236688,160692918394,-76380318294,"{""type"":""block_validated"",""hash"":""01c1563d9ca01741163010fceb3128815fed351e543240ffc5d68fd1e4b6f905"",""height"":-1,""tx_count"":1,""received_us"":237073236688,""validated_us"":237073236688,""accepted"":true}"
utxocache:add,utxocache_add,193b8579d7adf3ff71b8596558252086d1c50a4034ba91926caf2700ea7265c2:0,237073236749,160692918419,-76380318330,"{""type"":""utxocache_add"",""txid"":""193b8579d7adf3ff71b8596558252086d1c50a4034ba91926caf2700ea7265c2"",""vout"":0,""height"":5,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073236749}"
utxocache:add,utxocache_add,193b8579d7adf3ff71b8596558252086d1c50a4034ba91926caf2700ea7265c2:0,237073236803,160692918477,-76380318326,"{""type"":""utxocache_add"",""txid"":""193b8579d7adf3ff71b8596558252086d1c50a4034ba91926caf2700ea7265c2"",""vout"":0,""height"":5,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073236803}"
validation:block_connected,block_connected,23c61431e3ce6c888da980f68c935e71eb95d28f281ad3bb74b64df7651d7064,237073236845,160692918591,-76380318254,"{""type"":""block_connected"",""hash"":""23c61431e3ce6c888da980f68c935e71eb95d28f281ad3bb74b64df7651d7064"",""height"":5,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":42958,""timestamp_us"":237073236845}"
(internal BlockChecked),block_validated,23c61431e3ce6c888da980f68c935e71eb95d28f281ad3bb74b64df7651d7064,237073236847,160692918613,-76380318234,"{""type"":""block_validated"",""hash"":""23c61431e3ce6c888da980f68c935e71eb95d28f281ad3bb74b64df7651d7064"",""height"":-1,""tx_count"":1,""received_us"":237073236847,""validated_us"":237073236847,""accepted"":true}"
utxocache:add,utxocache_add,614d7c691fefd9195cda22c111c71b0e9f043f6ebef5a12d3442acf8fd2017d4:0,237073236972,160692918647,-76380318325,"{""type"":""utxocache_add"",""txid"":""614d7c691fefd9195cda22c111c71b0e9f043f6ebef5a12d3442acf8fd2017d4"",""vout"":0,""height"":6,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073236972}"
utxocache:add,utxocache_add,614d7c691fefd9195cda22c111c71b0e9f043f6ebef5a12d3442acf8fd2017d4:0,237073502970,160693184710,-76380318260,"{""type"":""utxocache_add"",""txid"":""614d7c691fefd9195cda22c111c71b0e9f043f6ebef5a12d3442acf8fd2017d4"",""vout"":0,""height"":6,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073502970}"
validation:block_connected,block_connected,35a966617926ea160214dc42e2b5d912123783fb86638e1641f47c54b70e28f4,237073503158,160693184873,-76380318285,"{""type"":""block_connected"",""hash"":""35a966617926ea160214dc42e2b5d912123783fb86638e1641f47c54b70e28f4"",""height"":6,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":196875,""timestamp_us"":237073503158}"
(internal BlockChecked),block_validated,35a966617926ea160214dc42e2b5d912123783fb86638e1641f47c54b70e28f4,237073503163,160693184918,-76380318245,"{""type"":""block_validated"",""hash"":""35a966617926ea160214dc42e2b5d912123783fb86638e1641f47c54b70e28f4"",""height"":-1,""tx_count"":1,""received_us"":237073503163,""validated_us"":237073503163,""accepted"":true}"
utxocache:add,utxocache_add,a8548ab83b668f68bdea19d4a668448107827e001e1e22a7c5ac94dbf6f06260:0,237073503361,160693185040,-76380318321,"{""type"":""utxocache_add"",""txid"":""a8548ab83b668f68bdea19d4a668448107827e001e1e22a7c5ac94dbf6f06260"",""vout"":0,""height"":7,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073503361}"
utxocache:add,utxocache_add,a8548ab83b668f68bdea19d4a668448107827e001e1e22a7c5ac94dbf6f06260:0,237073503483,160693185160,-76380318323,"{""type"":""utxocache_add"",""txid"":""a8548ab83b668f68bdea19d4a668448107827e001e1e22a7c5ac94dbf6f06260"",""vout"":0,""height"":7,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073503483}"
validation:block_connected,block_connected,4a8749e3f44278c38be060bb2c28031c078523005f0a3675ee0f0593535f8578,237073503749,160693185435,-76380318314,"{""type"":""block_connected"",""hash"":""4a8749e3f44278c38be060bb2c28031c078523005f0a3675ee0f0593535f8578"",""height"":7,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":267667,""timestamp_us"":237073503749}"
(internal BlockChecked),block_validated,4a8749e3f44278c38be060bb2c28031c078523005f0a3675ee0f0593535f8578,237073503752,160693185468,-76380318284,"{""type"":""block_validated"",""hash"":""4a8749e3f44278c38be060bb2c28031c078523005f0a3675ee0f0593535f8578"",""height"":-1,""tx_count"":1,""received_us"":237073503752,""validated_us"":237073503752,""accepted"":true}"
utxocache:add,utxocache_add,f729abdb66876040a2a18790a6998b4db50a0909a56b2dfcc927a5e93ddff253:0,237073503844,160693185518,-76380318326,"{""type"":""utxocache_add"",""txid"":""f729abdb66876040a2a18790a6998b4db50a0909a56b2dfcc927a5e93ddff253"",""vout"":0,""height"":8,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073503844}"
utxocache:add,utxocache_add,f729abdb66876040a2a18790a6998b4db50a0909a56b2dfcc927a5e93ddff253:0,237073503932,160693185626,-76380318306,"{""type"":""utxocache_add"",""txid"":""f729abdb66876040a2a18790a6998b4db50a0909a56b2dfcc927a5e93ddff253"",""vout"":0,""height"":8,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073503932}"
validation:block_connected,block_connected,39fbf3b3be0d8c24f311be51b611bd6bb6fc6415ae392b4f09a289b8441dbc11,237073503999,160693185688,-76380318311,"{""type"":""block_connected"",""hash"":""39fbf3b3be0d8c24f311be51b611bd6bb6fc6415ae392b4f09a289b8441dbc11"",""height"":8,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":68459,""timestamp_us"":237073503999}"
(internal BlockChecked),block_validated,39fbf3b3be0d8c24f311be51b611bd6bb6fc6415ae392b4f09a289b8441dbc11,237073504002,160693185717,-76380318285,"{""type"":""block_validated"",""hash"":""39fbf3b3be0d8c24f311be51b611bd6bb6fc6415ae392b4f09a289b8441dbc11"",""height"":-1,""tx_count"":1,""received_us"":237073504002,""validated_us"":237073504002,""accepted"":true}"
utxocache:add,utxocache_add,3e558de69c9d41143cd595c32feabedde3a9f411670c919e6acf4c3716834446:0,237073504076,160693185753,-76380318323,"{""type"":""utxocache_add"",""txid"":""3e558de69c9d41143cd595c32feabedde3a9f411670c919e6acf4c3716834446"",""vout"":0,""height"":9,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073504076}"
utxocache:add,utxocache_add,3e558de69c9d41143cd595c32feabedde3a9f411670c919e6acf4c3716834446:0,237073506943,160693188623,-76380318320,"{""type"":""utxocache_add"",""txid"":""3e558de69c9d41143cd595c32feabedde3a9f411670c919e6acf4c3716834446"",""vout"":0,""height"":9,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073506943}"
validation:block_connected,block_connected,0be6ed91f814d68cfc048ac4adff1949cbb8a72d4bea022dc2d5f3324909a051,237073507214,160693188896,-76380318318,"{""type"":""block_connected"",""hash"":""0be6ed91f814d68cfc048ac4adff1949cbb8a72d4bea022dc2d5f3324909a051"",""height"":9,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":274792,""timestamp_us"":237073507214}"
(internal BlockChecked),block_validated,0be6ed91f814d68cfc048ac4adff1949cbb8a72d4bea022dc2d5f3324909a051,237073507217,160693188919,-76380318298,"{""type"":""block_validated"",""hash"":""0be6ed91f814d68cfc048ac4adff1949cbb8a72d4bea022dc2d5f3324909a051"",""height"":-1,""tx_count"":1,""received_us"":237073507217,""validated_us"":237073507217,""accepted"":true}"
utxocache:add,utxocache_add,20d51efca1e4a87c5d561fe172ad562375d64cfb0060ad6df1ea92cd8190ea90:0,237073507292,160693188966,-76380318326,"{""type"":""utxocache_add"",""txid"":""20d51efca1e4a87c5d561fe172ad562375d64cfb0060ad6df1ea92cd8190ea90"",""vout"":0,""height"":10,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073507292}"
utxocache:add,utxocache_add,20d51efca1e4a87c5d561fe172ad562375d64cfb0060ad6df1ea92cd8190ea90:0,237073507377,160693189051,-76380318326,"{""type"":""utxocache_add"",""txid"":""20d51efca1e4a87c5d561fe172ad562375d64cfb0060ad6df1ea92cd8190ea90"",""vout"":0,""height"":10,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073507377}"
validation:block_connected,block_connected,442ad016d393fd64c6385fed7a87e96f15201cfe28dcd49efa9c40368f68687c,237073507437,160693189112,-76380318325,"{""type"":""block_connected"",""hash"":""442ad016d393fd64c6385fed7a87e96f15201cfe28dcd49efa9c40368f68687c"",""height"":10,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":61500,""timestamp_us"":237073507437}"
(internal BlockChecked),block_validated,442ad016d393fd64c6385fed7a87e96f15201cfe28dcd49efa9c40368f68687c,237073507440,160693189132,-76380318308,"{""type"":""block_validated"",""hash"":""442ad016d393fd64c6385fed7a87e96f15201cfe28dcd49efa9c40368f68687c"",""height"":-1,""tx_count"":1,""received_us"":237073507440,""validated_us"":237073507440,""accepted"":true}"
utxocache:add,utxocache_add,65d491051a60381e4bae69ae4b41289af84d71a172020eb8ad06a0413dfec860:0,237073507509,160693189187,-76380318322,"{""type"":""utxocache_add"",""txid"":""65d491051a60381e4bae69ae4b41289af84d71a172020eb8ad06a0413dfec860"",""vout"":0,""height"":11,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073507509}"
utxocache:add,utxocache_add,65d491051a60381e4bae69ae4b41289af84d71a172020eb8ad06a0413dfec860:0,237073786963,160693468730,-76380318233,"{""type"":""utxocache_add"",""txid"":""65d491051a60381e4bae69ae4b41289af84d71a172020eb8ad06a0413dfec860"",""vout"":0,""height"":11,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073786963}"
validation:block_connected,block_connected,1e93fec35ba4611de057a9b8cd0a067e2c70551dac175925d9c7442e8db2f775,237073787145,160693468855,-76380318290,"{""type"":""block_connected"",""hash"":""1e93fec35ba4611de057a9b8cd0a067e2c70551dac175925d9c7442e8db2f775"",""height"":11,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":190000,""timestamp_us"":237073787145}"
(internal BlockChecked),block_validated,1e93fec35ba4611de057a9b8cd0a067e2c70551dac175925d9c7442e8db2f775,237073787148,160693468900,-76380318248,"{""type"":""block_validated"",""hash"":""1e93fec35ba4611de057a9b8cd0a067e2c70551dac175925d9c7442e8db2f775"",""height"":-1,""tx_count"":1,""received_us"":237073787148,""validated_us"":237073787148,""accepted"":true}"
utxocache:add,utxocache_add,9d1bddb2bad107e33be2d41ab81cc886a3a0bf3415249393c5fab85500abe7d1:0,237073787284,160693468964,-76380318320,"{""type"":""utxocache_add"",""txid"":""9d1bddb2bad107e33be2d41ab81cc886a3a0bf3415249393c5fab85500abe7d1"",""vout"":0,""height"":12,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073787284}"
utxocache:add,utxocache_add,9d1bddb2bad107e33be2d41ab81cc886a3a0bf3415249393c5fab85500abe7d1:0,237073787408,160693469101,-76380318307,"{""type"":""utxocache_add"",""txid"":""9d1bddb2bad107e33be2d41ab81cc886a3a0bf3415249393c5fab85500abe7d1"",""vout"":0,""height"":12,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073787408}"
validation:block_connected,block_connected,1aa1e7873fa53c56d6ac27f06e528fbae0bb5befceb9f51f1ce63204dac80bad,237073787477,160693469154,-76380318323,"{""type"":""block_connected"",""hash"":""1aa1e7873fa53c56d6ac27f06e528fbae0bb5befceb9f51f1ce63204dac80bad"",""height"":12,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":70708,""timestamp_us"":237073787477}"
(internal BlockChecked),block_validated,1aa1e7873fa53c56d6ac27f06e528fbae0bb5befceb9f51f1ce63204dac80bad,237073787479,160693469183,-76380318296,"{""type"":""block_validated"",""hash"":""1aa1e7873fa53c56d6ac27f06e528fbae0bb5befceb9f51f1ce63204dac80bad"",""height"":-1,""tx_count"":1,""received_us"":237073787479,""validated_us"":237073787479,""accepted"":true}"
utxocache:add,utxocache_add,50555b0b84c2c12bcfec089414e655628916dd7ab50e8ccb7ebb77608028f0dd:0,237073787569,160693469247,-76380318322,"{""type"":""utxocache_add"",""txid"":""50555b0b84c2c12bcfec089414e655628916dd7ab50e8ccb7ebb77608028f0dd"",""vout"":0,""height"":13,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073787569}"
utxocache:add,utxocache_add,50555b0b84c2c12bcfec089414e655628916dd7ab50e8ccb7ebb77608028f0dd:0,237073787652,160693469339,-76380318313,"{""type"":""utxocache_add"",""txid"":""50555b0b84c2c12bcfec089414e655628916dd7ab50e8ccb7ebb77608028f0dd"",""vout"":0,""height"":13,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073787652}"
validation:block_connected,block_connected,1ec7ee6f46f4926ffbba8ae0d2651d5cd50a0c9f54ab665be09292bd23348ae9,237073787715,160693469393,-76380318322,"{""type"":""block_connected"",""hash"":""1ec7ee6f46f4926ffbba8ae0d2651d5cd50a0c9f54ab665be09292bd23348ae9"",""height"":13,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":64875,""timestamp_us"":237073787715}"
(internal BlockChecked),block_validated,1ec7ee6f46f4926ffbba8ae0d2651d5cd50a0c9f54ab665be09292bd23348ae9,237073787718,160693469413,-76380318305,"{""type"":""block_validated"",""hash"":""1ec7ee6f46f4926ffbba8ae0d2651d5cd50a0c9f54ab665be09292bd23348ae9"",""height"":-1,""tx_count"":1,""received_us"":237073787718,""validated_us"":237073787718,""accepted"":true}"
utxocache:add,utxocache_add,8ea0ac704b5625c4f27df44239d9e5fea612996419feba516a3bec56afad35f8:0,237073788017,160693469698,-76380318319,"{""type"":""utxocache_add"",""txid"":""8ea0ac704b5625c4f27df44239d9e5fea612996419feba516a3bec56afad35f8"",""vout"":0,""height"":14,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073788017}"
utxocache:add,utxocache_add,8ea0ac704b5625c4f27df44239d9e5fea612996419feba516a3bec56afad35f8:0,237073788107,160693469783,-76380318324,"{""type"":""utxocache_add"",""txid"":""8ea0ac704b5625c4f27df44239d9e5fea612996419feba516a3bec56afad35f8"",""vout"":0,""height"":14,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073788107}"
validation:block_connected,block_connected,4ca1d1a9536fd3b9013894efd6e6f5a862cc706163e72b60db2d2cd7c94c54e7,237073788169,160693469843,-76380318326,"{""type"":""block_connected"",""hash"":""4ca1d1a9536fd3b9013894efd6e6f5a862cc706163e72b60db2d2cd7c94c54e7"",""height"":14,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":62666,""timestamp_us"":237073788169}"
(internal BlockChecked),block_validated,4ca1d1a9536fd3b9013894efd6e6f5a862cc706163e72b60db2d2cd7c94c54e7,237073788171,160693469863,-76380318308,"{""type"":""block_validated"",""hash"":""4ca1d1a9536fd3b9013894efd6e6f5a862cc706163e72b60db2d2cd7c94c54e7"",""height"":-1,""tx_count"":1,""received_us"":237073788171,""validated_us"":237073788171,""accepted"":true}"
utxocache:add,utxocache_add,96b884879a2ddb60b46342eb916458e43532977d97abfda682beb15727de2f69:0,237073788242,160693469918,-76380318324,"{""type"":""utxocache_add"",""txid"":""96b884879a2ddb60b46342eb916458e43532977d97abfda682beb15727de2f69"",""vout"":0,""height"":15,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073788242}"
utxocache:add,utxocache_add,96b884879a2ddb60b46342eb916458e43532977d97abfda682beb15727de2f69:0,237073788318,160693469992,-76380318326,"{""type"":""utxocache_add"",""txid"":""96b884879a2ddb60b46342eb916458e43532977d97abfda682beb15727de2f69"",""vout"":0,""height"":15,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073788318}"
validation:block_connected,block_connected,4966fa7046baede4d061857ab859ea41e6e3e99f07c4939c92cc80501d419eb5,237073788377,160693470057,-76380318320,"{""type"":""block_connected"",""hash"":""4966fa7046baede4d061857ab859ea41e6e3e99f07c4939c92cc80501d419eb5"",""height"":15,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":60458,""timestamp_us"":237073788377}"
(internal BlockChecked),block_validated,4966fa7046baede4d061857ab859ea41e6e3e99f07c4939c92cc80501d419eb5,237073788380,160693470081,-76380318299,"{""type"":""block_validated"",""hash"":""4966fa7046baede4d061857ab859ea41e6e3e99f07c4939c92cc80501d419eb5"",""height"":-1,""tx_count"":1,""received_us"":237073788380,""validated_us"":237073788380,""accepted"":true}"
utxocache:add,utxocache_add,7fd880597fb2bc72b1aff18a0ebb3c693a95bd49da73f23a8063043e4158fead:0,237073789997,160693471674,-76380318323,"{""type"":""utxocache_add"",""txid"":""7fd880597fb2bc72b1aff18a0ebb3c693a95bd49da73f23a8063043e4158fead"",""vout"":0,""height"":16,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237073789997}"
utxocache:add,utxocache_add,7fd880597fb2bc72b1aff18a0ebb3c693a95bd49da73f23a8063043e4158fead:0,237074017945,160693699688,-76380318257,"{""type"":""utxocache_add"",""txid"":""7fd880597fb2bc72b1aff18a0ebb3c693a95bd49da73f23a8063043e4158fead"",""vout"":0,""height"":16,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074017945}"
validation:block_connected,block_connected,66ab0ac7381f63dacf772e4ef872acee9d52b517a618823b7e2aef3aa8ce611c,237074018140,160693699853,-76380318287,"{""type"":""block_connected"",""hash"":""66ab0ac7381f63dacf772e4ef872acee9d52b517a618823b7e2aef3aa8ce611c"",""height"":16,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":205875,""timestamp_us"":237074018140}"
(internal BlockChecked),block_validated,66ab0ac7381f63dacf772e4ef872acee9d52b517a618823b7e2aef3aa8ce611c,237074018144,160693699911,-76380318233,"{""type"":""block_validated"",""hash"":""66ab0ac7381f63dacf772e4ef872acee9d52b517a618823b7e2aef3aa8ce611c"",""height"":-1,""tx_count"":1,""received_us"":237074018144,""validated_us"":237074018144,""accepted"":true}"
utxocache:add,utxocache_add,0b6e8153e275286d359fc616734e5ae4e1b87de841779dba0ed57c3e5565d81a:0,237074018291,160693699972,-76380318319,"{""type"":""utxocache_add"",""txid"":""0b6e8153e275286d359fc616734e5ae4e1b87de841779dba0ed57c3e5565d81a"",""vout"":0,""height"":17,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074018291}"
utxocache:add,utxocache_add,0b6e8153e275286d359fc616734e5ae4e1b87de841779dba0ed57c3e5565d81a:0,237074018430,160693700112,-76380318318,"{""type"":""utxocache_add"",""txid"":""0b6e8153e275286d359fc616734e5ae4e1b87de841779dba0ed57c3e5565d81a"",""vout"":0,""height"":17,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074018430}"
validation:block_connected,block_connected,6a70de75a0d8a090f89284e8654aec6f4e12fd95167d71e565599b48b7db2420,237074018507,160693700188,-76380318319,"{""type"":""block_connected"",""hash"":""6a70de75a0d8a090f89284e8654aec6f4e12fd95167d71e565599b48b7db2420"",""height"":17,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":79209,""timestamp_us"":237074018507}"
(internal BlockChecked),block_validated,6a70de75a0d8a090f89284e8654aec6f4e12fd95167d71e565599b48b7db2420,237074018510,160693700212,-76380318298,"{""type"":""block_validated"",""hash"":""6a70de75a0d8a090f89284e8654aec6f4e12fd95167d71e565599b48b7db2420"",""height"":-1,""tx_count"":1,""received_us"":237074018510,""validated_us"":237074018510,""accepted"":true}"
utxocache:add,utxocache_add,ad5c4766fb57b2c08e1edbc65db8476131b8de74e23b54064b035e45f2c75fd1:0,237074018605,160693700283,-76380318322,"{""type"":""utxocache_add"",""txid"":""ad5c4766fb57b2c08e1edbc65db8476131b8de74e23b54064b035e45f2c75fd1"",""vout"":0,""height"":18,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074018605}"
utxocache:add,utxocache_add,ad5c4766fb57b2c08e1edbc65db8476131b8de74e23b54064b035e45f2c75fd1:0,237074018697,160693700387,-76380318310,"{""type"":""utxocache_add"",""txid"":""ad5c4766fb57b2c08e1edbc65db8476131b8de74e23b54064b035e45f2c75fd1"",""vout"":0,""height"":18,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074018697}"
validation:block_connected,block_connected,32faf98972cdf3bd20398399bb7d0aeb633bdeb937697b30c8106ba18e31d8ec,237074018769,160693700450,-76380318319,"{""type"":""block_connected"",""hash"":""32faf98972cdf3bd20398399bb7d0aeb633bdeb937697b30c8106ba18e31d8ec"",""height"":18,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":73625,""timestamp_us"":237074018769}"
(internal BlockChecked),block_validated,32faf98972cdf3bd20398399bb7d0aeb633bdeb937697b30c8106ba18e31d8ec,237074018772,160693700472,-76380318300,"{""type"":""block_validated"",""hash"":""32faf98972cdf3bd20398399bb7d0aeb633bdeb937697b30c8106ba18e31d8ec"",""height"":-1,""tx_count"":1,""received_us"":237074018772,""validated_us"":237074018772,""accepted"":true}"
