tracepoint,event_type,event_id,core_ts_us,ipc_worker_ts_us,ipc_latency_us,params
(internal BlockChecked),block_validated,4dc63d4c029fbecba1d4144572a601205330d3de3497a8c2f6dfd19390ab7e66,237077552035,160697233752,-76380318283,"{""type"":""block_validated"",""hash"":""4dc63d4c029fbecba1d4144572a601205330d3de3497a8c2f6dfd19390ab7e66"",""height"":-1,""tx_count"":1,""received_us"":237077552035,""validated_us"":237077552035,""accepted"":true}"
utxocache:add,utxocache_add,32579dbe883b4ec0d32672df12098800a979815ad097d55223c808c2b950b749:0,237077552142,160697233826,-76380318316,"{""type"":""utxocache_add"",""txid"":""32579dbe883b4ec0d32672df12098800a979815ad097d55223c808c2b950b749"",""vout"":0,""height"":98,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077552142}"
utxocache:add,utxocache_add,32579dbe883b4ec0d32672df12098800a979815ad097d55223c808c2b950b749:0,237077552251,160697233927,-76380318324,"{""type"":""utxocache_add"",""txid"":""32579dbe883b4ec0d32672df12098800a979815ad097d55223c808c2b950b749"",""vout"":0,""height"":98,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077552251}"
validation:block_connected,block_connected,77873005b1f38b24938f707f67eb3f7407dde88bb76dc29a658b6feaf0f9e3c4,237077552316,160697234001,-76380318315,"{""type"":""block_connected"",""hash"":""77873005b1f38b24938f707f67eb3f7407dde88bb76dc29a658b6feaf0f9e3c4"",""height"":98,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":66625,""timestamp_us"":237077552316}"
(internal BlockChecked),block_validated,77873005b1f38b24938f707f67eb3f7407dde88bb76dc29a658b6feaf0f9e3c4,237077552320,160697234031,-76380318289,"{""type"":""block_validated"",""hash"":""77873005b1f38b24938f707f67eb3f7407dde88bb76dc29a658b6feaf0f9e3c4"",""height"":-1,""tx_count"":1,""received_us"":237077552320,""validated_us"":237077552320,""accepted"":true}"
utxocache:add,utxocache_add,a5dc1d33daeadecdcd736968f6a6b435b8f31595887b06c39d636ccfabb269cf:0,237077552401,160697234077,-76380318324,"{""type"":""utxocache_add"",""txid"":""a5dc1d33daeadecdcd736968f6a6b435b8f31595887b06c39d636ccfabb269cf"",""vout"":0,""height"":99,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077552401}"
utxocache:add,utxocache_add,a5dc1d33daeadecdcd736968f6a6b435b8f31595887b06c39d636ccfabb269cf:0,237077552492,160697234167,-76380318325,"{""type"":""utxocache_add"",""txid"":""a5dc1d33daeadecdcd736968f6a6b435b8f31595887b06c39d636ccfabb269cf"",""vout"":0,""height"":99,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077552492}"
validation:block_connected,block_connected,17f7f2474132c8068c11375ab5a9a8b9feba186526d0927d5f223ca058ba920c,237077552551,160697234230,-76380318321,"{""type"":""block_connected"",""hash"":""17f7f2474132c8068c11375ab5a9a8b9feba186526d0927d5f223ca058ba920c"",""height"":99,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":60542,""timestamp_us"":237077552551}"
(internal BlockChecked),block_validated,17f7f2474132c8068c11375ab5a9a8b9feba186526d0927d5f223ca058ba920c,237077552554,160697234250,-76380318304,"{""type"":""block_validated"",""hash"":""17f7f2474132c8068c11375ab5a9a8b9feba186526d0927d5f223ca058ba920c"",""height"":-1,""tx_count"":1,""received_us"":237077552554,""validated_us"":237077552554,""accepted"":true}"
utxocache:add,utxocache_add,9635e5592bb00e14b978e180e3d1c994ed8dbc2cd1ed1b86b05226b84d2776b4:0,237077552631,160697234308,-76380318323,"{""type"":""utxocache_add"",""txid"":""9635e5592bb00e14b978e180e3d1c994ed8dbc2cd1ed1b86b05226b84d2776b4"",""vout"":0,""height"":100,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077552631}"
utxocache:add,utxocache_add,9635e5592bb00e14b978e180e3d1c994ed8dbc2cd1ed1b86b05226b84d2776b4:0,237077552719,160697234395,-76380318324,"{""type"":""utxocache_add"",""txid"":""9635e5592bb00e14b978e180e3d1c994ed8dbc2cd1ed1b86b05226b84d2776b4"",""vout"":0,""height"":100,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077552719}"
validation:block_connected,block_connected,0730b8a0bb96758132416a4490b7c5a1d2fec8c8fcc55e4b5a845dea7acbeb6d,237077552777,160697234484,-76380318293,"{""type"":""block_connected"",""hash"":""0730b8a0bb96758132416a4490b7c5a1d2fec8c8fcc55e4b5a845dea7acbeb6d"",""height"":100,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":59458,""timestamp_us"":237077552777}"
(internal BlockChecked),block_validated,0730b8a0bb96758132416a4490b7c5a1d2fec8c8fcc55e4b5a845dea7acbeb6d,237077552779,160697234502,-76380318277,"{""type"":""block_validated"",""hash"":""0730b8a0bb96758132416a4490b7c5a1d2fec8c8fcc55e4b5a845dea7acbeb6d"",""height"":-1,""tx_count"":1,""received_us"":237077552779,""validated_us"":237077552779,""accepted"":true}"
utxocache:add,utxocache_add,7c48dc1e0208e2f5a956d23202cb2585c0004c1f316ae1e41d13c168bb2ddd2f:0,237077552855,160697234529,-76380318326,"{""type"":""utxocache_add"",""txid"":""7c48dc1e0208e2f5a956d23202cb2585c0004c1f316ae1e41d13c168bb2ddd2f"",""vout"":0,""height"":101,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077552855}"
utxocache:add,utxocache_add,7c48dc1e0208e2f5a956d23202cb2585c0004c1f316ae1e41d13c168bb2ddd2f:0,237077767242,160697448984,-76380318258,"{""type"":""utxocache_add"",""txid"":""7c48dc1e0208e2f5a956d23202cb2585c0004c1f316ae1e41d13c168bb2ddd2f"",""vout"":0,""height"":101,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077767242}"
validation:block_connected,block_connected,30696ac505e2e152f987ed57667583ae53010fcaba8c8f09d95326807d46ccf3,237077767435,160697449153,-76380318282,"{""type"":""block_connected"",""hash"":""30696ac505e2e152f987ed57667583ae53010fcaba8c8f09d95326807d46ccf3"",""height"":101,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":203125,""timestamp_us"":237077767435}"
(internal BlockChecked),block_validated,30696ac505e2e152f987ed57667583ae53010fcaba8c8f09d95326807d46ccf3,237077767439,160697449201,-76380318238,"{""type"":""block_validated"",""hash"":""30696ac505e2e152f987ed57667583ae53010fcaba8c8f09d95326807d46ccf3"",""height"":-1,""tx_count"":1,""received_us"":237077767439,""validated_us"":237077767439,""accepted"":true}"
utxocache:add,utxocache_add,cb3b3753b24a4cfd001ead2c1c2b4200a53150ec84027b72253c8c8a1c0bf892:0,237077768130,160697449826,-76380318304,"{""type"":""utxocache_add"",""txid"":""cb3b3753b24a4cfd001ead2c1c2b4200a53150ec84027b72253c8c8a1c0bf892"",""vout"":0,""height"":102,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077768130}"
utxocache:add,utxocache_add,cb3b3753b24a4cfd001ead2c1c2b4200a53150ec84027b72253c8c8a1c0bf892:0,237077768284,160697449971,-76380318313,"{""type"":""utxocache_add"",""txid"":""cb3b3753b24a4cfd001ead2c1c2b4200a53150ec84027b72253c8c8a1c0bf892"",""vout"":0,""height"":102,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077768284}"
validation:block_connected,block_connected,0783d7a8e17661df10cb3f30a4a62abdbbaf6a2c9d543129030066a3d702adba,237077768494,160697450185,-76380318309,"{""type"":""block_connected"",""hash"":""0783d7a8e17661df10cb3f30a4a62abdbbaf6a2c9d543129030066a3d702adba"",""height"":102,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":212542,""timestamp_us"":237077768494}"
(internal BlockChecked),block_validated,0783d7a8e17661df10cb3f30a4a62abdbbaf6a2c9d543129030066a3d702adba,237077768497,160697450220,-76380318277,"{""type"":""block_validated"",""hash"":""0783d7a8e17661df10cb3f30a4a62abdbbaf6a2c9d543129030066a3d702adba"",""height"":-1,""tx_count"":1,""received_us"":237077768497,""validated_us"":237077768497,""accepted"":true}"
utxocache:add,utxocache_add,14188f08a05e1970985f5a0a56987dcd5c67dc7328e66f3280424d601b3dbe2c:0,237077768604,160697450300,-76380318304,"{""type"":""utxocache_add"",""txid"":""14188f08a05e1970985f5a0a56987dcd5c67dc7328e66f3280424d601b3dbe2c"",""vout"":0,""height"":103,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077768604}"
utxocache:add,utxocache_add,14188f08a05e1970985f5a0a56987dcd5c67dc7328e66f3280424d601b3dbe2c:0,237077768719,160697450399,-76380318320,"{""type"":""utxocache_add"",""txid"":""14188f08a05e1970985f5a0a56987dcd5c67dc7328e66f3280424d601b3dbe2c"",""vout"":0,""height"":103,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077768719}"
validation:block_connected,block_connected,03a28d78fb2a22d2e84fb209cf3dc70dbd55911eb94dafaf041dd29c3441c3b1,237077768789,160697450471,-76380318318,"{""type"":""block_connected"",""hash"":""03a28d78fb2a22d2e84fb209cf3dc70dbd55911eb94dafaf041dd29c3441c3b1"",""height"":103,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":72375,""timestamp_us"":237077768789}"
(internal BlockChecked),block_validated,03a28d78fb2a22d2e84fb209cf3dc70dbd55911eb94dafaf041dd29c3441c3b1,237077768792,160697450497,-76380318295,"{""type"":""block_validated"",""hash"":""03a28d78fb2a22d2e84fb209cf3dc70dbd55911eb94dafaf041dd29c3441c3b1"",""height"":-1,""tx_count"":1,""received_us"":237077768792,""validated_us"":237077768792,""accepted"":true}"
utxocache:add,utxocache_add,85d59e65b7e9440ddef640927279a0fb2b2b76538c08d3c124f8f1df746c1b99:0,237077770923,160697452618,-76380318305,"{""type"":""utxocache_add"",""txid"":""85d59e65b7e9440ddef640927279a0fb2b2b76538c08d3c124f8f1df746c1b99"",""vout"":0,""height"":104,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077770923}"
utxocache:add,utxocache_add,85d59e65b7e9440ddef640927279a0fb2b2b76538c08d3c124f8f1df746c1b99:0,237077771122,160697452829,-76380318293,"{""type"":""utxocache_add"",""txid"":""85d59e65b7e9440ddef640927279a0fb2b2b76538c08d3c124f8f1df746c1b99"",""vout"":0,""height"":104,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077771122}"
validation:block_connected,block_connected,620ba2d68a4e34c16baafed83b1e4b9321371eecabf841c7bdfc85c8534516e7,237077771219,160697452910,-76380318309,"{""type"":""block_connected"",""hash"":""620ba2d68a4e34c16baafed83b1e4b9321371eecabf841c7bdfc85c8534516e7"",""height"":104,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":100541,""timestamp_us"":237077771219}"
(internal BlockChecked),block_validated,620ba2d68a4e34c16baafed83b1e4b9321371eecabf841c7bdfc85c8534516e7,237077771223,160697452937,-76380318286,"{""type"":""block_validated"",""hash"":""620ba2d68a4e34c16baafed83b1e4b9321371eecabf841c7bdfc85c8534516e7"",""height"":-1,""tx_count"":1,""received_us"":237077771223,""validated_us"":237077771223,""accepted"":true}"
utxocache:add,utxocache_add,2abbb012b0602cbe6905ce964b5ec28dfe183241dce47dc35bc28e60b90a73fe:0,237077771356,160697453036,-76380318320,"{""type"":""utxocache_add"",""txid"":""2abbb012b0602cbe6905ce964b5ec28dfe183241dce47dc35bc28e60b90a73fe"",""vout"":0,""height"":105,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077771356}"
utxocache:add,utxocache_add,2abbb012b0602cbe6905ce964b5ec28dfe183241dce47dc35bc28e60b90a73fe:0,237077772299,160697453983,-76380318316,"{""type"":""utxocache_add"",""txid"":""2abbb012b0602cbe6905ce964b5ec28dfe183241dce47dc35bc28e60b90a73fe"",""vout"":0,""height"":105,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077772299}"
validation:block_connected,block_connected,39078508c9d0c688f69d6642330c5fda294079db6a9488bcd23aa47682927a85,237077772475,160697454163,-76380318312,"{""type"":""block_connected"",""hash"":""39078508c9d0c688f69d6642330c5fda294079db6a9488bcd23aa47682927a85"",""height"":105,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":178500,""timestamp_us"":237077772475}"
(internal BlockChecked),block_validated,39078508c9d0c688f69d6642330c5fda294079db6a9488bcd23aa47682927a85,237077772478,160697454194,-76380318284,"{""type"":""block_validated"",""hash"":""39078508c9d0c688f69d6642330c5fda294079db6a9488bcd23aa47682927a85"",""height"":-1,""tx_count"":1,""received_us"":237077772478,""validated_us"":237077772478,""accepted"":true}"
utxocache:add,utxocache_add,8951af599744166b484b7d84cf285f11849478a561afe4491cc10f0d45d2e894:0,237077772590,160697454274,-76380318316,"{""type"":""utxocache_add"",""txid"":""8951af599744166b484b7d84cf285f11849478a561afe4491cc10f0d45d2e894"",""vout"":0,""height"":106,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077772590}"
utxocache:add,utxocache_add,8951af599744166b484b7d84cf285f11849478a561afe4491cc10f0d45d2e894:0,237077980093,160697661845,-76380318248,"{""type"":""utxocache_add"",""txid"":""8951af599744166b484b7d84cf285f11849478a561afe4491cc10f0d45d2e894"",""vout"":0,""height"":106,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077980093}"
validation:block_connected,block_connected,4ee50f7b0b5ba435ca277c519411bd2fbf13da646fa7e2c8f012a67055931a78,237077980314,160697662033,-76380318281,"{""type"":""block_connected"",""hash"":""4ee50f7b0b5ba435ca277c519411bd2fbf13da646fa7e2c8f012a67055931a78"",""height"":106,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":233375,""timestamp_us"":237077980314}"
(internal BlockChecked),block_validated,4ee50f7b0b5ba435ca277c519411bd2fbf13da646fa7e2c8f012a67055931a78,237077980319,160697662159,-76380318160,"{""type"":""block_validated"",""hash"":""4ee50f7b0b5ba435ca277c519411bd2fbf13da646fa7e2c8f012a67055931a78"",""height"":-1,""tx_count"":1,""received_us"":237077980319,""validated_us"":237077980319,""accepted"":true}"
utxocache:add,utxocache_add,c8f92cb8a8baabe14ad8aad74e8edf28ad2f73300a63f178c6e46fa94e3ebee7:0,237077980506,160697662246,-76380318260,"{""type"":""utxocache_add"",""txid"":""c8f92cb8a8baabe14ad8aad74e8edf28ad2f73300a63f178c6e46fa94e3ebee7"",""vout"":0,""height"":107,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077980506}"
utxocache:add,utxocache_add,c8f92cb8a8baabe14ad8aad74e8edf28ad2f73300a63f178c6e46fa94e3ebee7:0,237077980770,160697662466,-76380318304,"{""type"":""utxocache_add"",""txid"":""c8f92cb8a8baabe14ad8aad74e8edf28ad2f73300a63f178c6e46fa94e3ebee7"",""vout"":0,""height"":107,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077980770}"
validation:block_connected,block_connected,2932b630548fa61ffa03acd1d9525a7adc427f729b1ca33d5d0a13e84f2f15b4,237077980916,160697662605,-76380318311,"{""type"":""block_connected"",""hash"":""2932b630548fa61ffa03acd1d9525a7adc427f729b1ca33d5d0a13e84f2f15b4"",""height"":107,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":151666,""timestamp_us"":237077980916}"
(internal BlockChecked),block_validated,2932b630548fa61ffa03acd1d9525a7adc427f729b1ca33d5d0a13e84f2f15b4,237077980919,160697662646,-76380318273,"{""type"":""block_validated"",""hash"":""2932b630548fa61ffa03acd1d9525a7adc427f729b1ca33d5d0a13e84f2f15b4"",""height"":-1,""tx_count"":1,""received_us"":237077980919,""validated_us"":237077980919,""accepted"":true}"
utxocache:add,utxocache_add,a64c295d40f5e06101437ffba7225abfcd431f52b10a81d468a5d27bd968ff2e:0,237077981044,160697662733,-76380318311,"{""type"":""utxocache_add"",""txid"":""a64c295d40f5e06101437ffba7225abfcd431f52b10a81d468a5d27bd968ff2e"",""vout"":0,""height"":108,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077981044}"
utxocache:add,utxocache_add,a64c295d40f5e06101437ffba7225abfcd431f52b10a81d468a5d27bd968ff2e:0,237077982985,160697664677,-76380318308,"{""type"":""utxocache_add"",""txid"":""a64c295d40f5e06101437ffba7225abfcd431f52b10a81d468a5d27bd968ff2e"",""vout"":0,""height"":108,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077982985}"
validation:block_connected,block_connected,3bb3eee2909cd6bb17d44aa05f680f213138a0c0fd44b9dcef8f8af625f01316,237077983244,160697664938,-76380318306,"{""type"":""block_connected"",""hash"":""3bb3eee2909cd6bb17d44aa05f680f213138a0c0fd44b9dcef8f8af625f01316"",""height"":108,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":263625,""timestamp_us"":237077983244}"
(internal BlockChecked),block_validated,3bb3eee2909cd6bb17d44aa05f680f213138a0c0fd44b9dcef8f8af625f01316,237077983247,160697664973,-76380318274,"{""type"":""block_validated"",""hash"":""3bb3eee2909cd6bb17d44aa05f680f213138a0c0fd44b9dcef8f8af625f01316"",""height"":-1,""tx_count"":1,""received_us"":237077983247,""validated_us"":237077983247,""accepted"":true}"
utxocache:add,utxocache_add,0bbc6785e04fd1ece1d89ad131f71eeb98632ba06542e9b406f3eacc42b2a816:0,237077983483,160697665170,-76380318313,"{""type"":""utxocache_add"",""txid"":""0bbc6785e04fd1ece1d89ad131f71eeb98632ba06542e9b406f3eacc42b2a816"",""vout"":0,""height"":109,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077983483}"
utxocache:add,utxocache_add,0bbc6785e04fd1ece1d89ad131f71eeb98632ba06542e9b406f3eacc42b2a816:0,237077985918,160697667623,-76380318295,"{""type"":""utxocache_add"",""txid"":""0bbc6785e04fd1ece1d89ad131f71eeb98632ba06542e9b406f3eacc42b2a816"",""vout"":0,""height"":109,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077985918}"
validation:block_connected,block_connected,556dc696248ab4a4f6c53a4d18bbdf15148d3f24ba0cb992876694ab59f9201d,237077986282,160697667973,-76380318309,"{""type"":""block_connected"",""hash"":""556dc696248ab4a4f6c53a4d18bbdf15148d3f24ba0cb992876694ab59f9201d"",""height"":109,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":367750,""timestamp_us"":237077986282}"
(internal BlockChecked),block_validated,556dc696248ab4a4f6c53a4d18bbdf15148d3f24ba0cb992876694ab59f9201d,237077986286,160697667997,-76380318289,"{""type"":""block_validated"",""hash"":""556dc696248ab4a4f6c53a4d18bbdf15148d3f24ba0cb992876694ab59f9201d"",""height"":-1,""tx_count"":1,""received_us"":237077986286,""validated_us"":237077986286,""accepted"":true}"
utxocache:add,utxocache_add,1799a4be58c9a1b6629006cd989a703e6f043851e0d48e939c0e20771772d59b:0,237077986401,160697668105,-76380318296,"{""type"":""utxocache_add"",""txid"":""1799a4be58c9a1b6629006cd989a703e6f043851e0d48e939c0e20771772d59b"",""vout"":0,""height"":110,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077986401}"
utxocache:add,utxocache_add,1799a4be58c9a1b6629006cd989a703e6f043851e0d48e939c0e20771772d59b:0,237077986542,160697668232,-76380318310,"{""type"":""utxocache_add"",""txid"":""1799a4be58c9a1b6629006cd989a703e6f043851e0d48e939c0e20771772d59b"",""vout"":0,""height"":110,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077986542}"
validation:block_connected,block_connected,08c0c27441b944c3bdf5252c7775e1ac94b80450a6aa51a086f63af17ab28e94,237077986628,160697668318,-76380318310,"{""type"":""block_connected"",""hash"":""08c0c27441b944c3bdf5252c7775e1ac94b80450a6aa51a086f63af17ab28e94"",""height"":110,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":88000,""timestamp_us"":237077986628}"
(internal BlockChecked),block_validated,08c0c27441b944c3bdf5252c7775e1ac94b80450a6aa51a086f63af17ab28e94,237077986631,160697668347,-76380318284,"{""type"":""block_validated"",""hash"":""08c0c27441b944c3bdf5252c7775e1ac94b80450a6aa51a086f63af17ab28e94"",""height"":-1,""tx_count"":1,""received_us"":237077986631,""validated_us"":237077986631,""accepted"":true}"
utxocache:add,utxocache_add,e5e2f43b88f3cfbad80127b5ebd50f43ca803ebd86958d4317b526897a5678dd:0,237077986737,160697668417,-76380318320,"{""type"":""utxocache_add"",""txid"":""e5e2f43b88f3cfbad80127b5ebd50f43ca803ebd86958d4317b526897a5678dd"",""vout"":0,""height"":111,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237077986737}"
utxocache:add,utxocache_add,e5e2f43b88f3cfbad80127b5ebd50f43ca803ebd86958d4317b526897a5678dd:0,237078206944,160697888669,-76380318275,"{""type"":""utxocache_add"",""txid"":""e5e2f43b88f3cfbad80127b5ebd50f43ca803ebd86958d4317b526897a5678dd"",""vout"":0,""height"":111,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237078206944}"
validation:block_connected,block_connected,57f7e748a0d9bb9d788af3ffcbe14510388d79affd04fe371fb72652683d40c9,237078207101,160697888797,-76380318304,"{""type"":""block_connected"",""hash"":""57f7e748a0d9bb9d788af3ffcbe14510388d79affd04fe371fb72652683d40c9"",""height"":111,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":166084,""timestamp_us"":237078207101}"
(internal BlockChecked),block_validated,57f7e748a0d9bb9d788af3ffcbe14510388d79affd04fe371fb72652683d40c9,237078207104,160697888833,-76380318271,"{""type"":""block_validated"",""hash"":""57f7e748a0d9bb9d788af3ffcbe14510388d79affd04fe371fb72652683d40c9"",""height"":-1,""tx_count"":1,""received_us"":237078207104,""validated_us"":237078207104,""accepted"":true}"
utxocache:add,utxocache_add,227093f9ef3a308d5331ed27fc8be06c566a016203bbeb68c4546e76fc5e9985:0,237078207235,160697888916,-76380318319,"{""type"":""utxocache_add"",""txid"":""227093f9ef3a308d5331ed27fc8be06c566a016203bbeb68c4546e76fc5e9985"",""vout"":0,""height"":112,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237078207235}"
utxocache:add,utxocache_add,227093f9ef3a308d5331ed27fc8be06c566a016203bbeb68c4546e76fc5e9985:0,237078207355,160697889032,-76380318323,"{""type"":""utxocache_add"",""txid"":""227093f9ef3a308d5331ed27fc8be06c566a016203bbeb68c4546e76fc5e9985"",""vout"":0,""height"":112,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237078207355}"
validation:block_connected,block_connected,42aac322eb6deeb44669b3f4c5d55e859aa2bac116972d94c0983092eb85c72e,237078207497,160697889170,-76380318327,"{""type"":""block_connected"",""hash"":""42aac322eb6deeb44669b3f4c5d55e859aa2bac116972d94c0983092eb85c72e"",""height"":112,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":143625,""timestamp_us"":237078207497}"
(internal BlockChecked),block_validated,42aac322eb6deeb44669b3f4c5d55e859aa2bac116972d94c0983092eb85c72e,237078207499,160697889190,-76380318309,"{""type"":""block_validated"",""hash"":""42aac322eb6deeb44669b3f4c5d55e859aa2bac116972d94c0983092eb85c72e"",""height"":-1,""tx_count"":1,""received_us"":237078207499,""validated_us"":237078207499,""accepted"":true}"
utxocache:add,utxocache_add,254443b4690a37a1294c344a97d8fcee926845fc7f843f5dbb73c97e1a0bd789:0,237078207582,160697889267,-76380318315,"{""type"":""utxocache_add"",""txid"":""254443b4690a37a1294c344a97d8fcee926845fc7f843f5dbb73c97e1a0bd789"",""vout"":0,""height"":113,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237078207582}"
utxocache:add,utxocache_add,254443b4690a37a1294c344a97d8fcee926845fc7f843f5dbb73c97e1a0bd789:0,237078207665,160697889339,-76380318326,"{""type"":""utxocache_add"",""txid"":""254443b4690a37a1294c344a97d8fcee926845fc7f843f5dbb73c97e1a0bd789"",""vout"":0,""height"":113,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237078207665}"
validation:block_connected,block_connected,2dc5f608a03517c2412f1562f06ee50f766923fe84a489ba95250dfbf9e291e7,237078207713,160697889389,-76380318324,"{""type"":""block_connected"",""hash"":""2dc5f608a03517c2412f1562f06ee50f766923fe84a489ba95250dfbf9e291e7"",""height"":113,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":49417,""timestamp_us"":237078207713}"
(internal BlockChecked),block_validated,2dc5f608a03517c2412f1562f06ee50f766923fe84a489ba95250dfbf9e291e7,237078207715,160697889407,-76380318308,"{""type"":""block_validated"",""hash"":""2dc5f608a03517c2412f1562f06ee50f766923fe84a489ba95250dfbf9e291e7"",""height"":-1,""tx_count"":1,""received_us"":237078207715,""validated_us"":237078207715,""accepted"":true}"
utxocache:add,utxocache_add,f177393deb5b22ff0ae8d55d4e57594fa60a708e3cdcfcb65d94b13d5c743727:0,237078208518,160697890196,-76380318322,"{""type"":""utxocache_add"",""txid"":""f177393deb5b22ff0ae8d55d4e57594fa60a708e3cdcfcb65d94b13d5c743727"",""vout"":0,""height"":114,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237078208518}"
utxocache:add,utxocache_add,f177393deb5b22ff0ae8d55d4e57594fa60a708e3cdcfcb65d94b13d5c743727:0,237078208801,160697890476,-76380318325,"{""type"":""utxocache_add"",""txid"":""f177393deb5b22ff0ae8d55d4e57594fa60a708e3cdcfcb65d94b13d5c743727"",""vout"":0,""height"":114,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237078208801}"
validation:block_connected,block_connected,6c0a55bf3beb5ef78e6e9d10faf13ab94c876a4829e45b277c1dacf4d7ef1dc0,237078208865,160697890546,-76380318319,"{""type"":""block_connected"",""hash"":""6c0a55bf3beb5ef78e6e9d10faf13ab94c876a4829e45b277c1dacf4d7ef1dc0"",""height"":114,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":64959,""timestamp_us"":237078208865}"
(internal BlockChecked),block_validated,6c0a55bf3beb5ef78e6e9d10faf13ab94c876a4829e45b277c1dacf4d7ef1dc0,237078208868,160697890569,-76380318299,"{""type"":""block_validated"",""hash"":""6c0a55bf3beb5ef78e6e9d10faf13ab94c876a4829e45b277c1dacf4d7ef1dc0"",""height"":-1,""tx_count"":1,""received_us"":237078208868,""validated_us"":237078208868,""accepted"":true}"
utxocache:add,utxocache_add,99bea13d20a1a8b611bf0cdf56d5e9be2d32c936e46cb690ccfcc11df9b5f750:0,237078208938,160697890616,-76380318322,"{""type"":""utxocache_add"",""txid"":""99bea13d20a1a8b611bf0cdf56d5e9be2d32c936e46cb690ccfcc11df9b5f750"",""vout"":0,""height"":115,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237078208938}"
utxocache:add,utxocache_add,99bea13d20a1a8b611bf0cdf56d5e9be2d32c936e46cb690ccfcc11df9b5f750:0,237078209014,160697890685,-76380318329,"{""type"":""utxocache_add"",""txid"":""99bea13d20a1a8b611bf0cdf56d5e9be2d32c936e46cb690ccfcc11df9b5f750"",""vout"":0,""height"":115,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237078209014}"
validation:block_connected,block_connected,5c0054d0594781e88517832c584e2c49e92af71bf9d30091b400d96f542ae8cb,237078209064,160697890737,-76380318327,"{""type"":""block_connected"",""hash"":""5c0054d0594781e88517832c584e2c49e92af71bf9d30091b400d96f542ae8cb"",""height"":115,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":50750,""timestamp_us"":237078209064}"
(internal BlockChecked),block_validated,5c0054d0594781e88517832c584e2c49e92af71bf9d30091b400d96f542ae8cb,237078209066,160697890753,-76380318313,"{""type"":""block_validated"",""hash"":""5c0054d0594781e88517832c584e2c49e92af71bf9d30091b400d96f542ae8cb"",""height"":-1,""tx_count"":1,""received_us"":237078209066,""validated_us"":237078209066,""accepted"":true}"
